vin,make,fuel_type,engine_type,num-of-doors,body_type,drive_type,num_of_cylinders,city_mpg,highway_mpg,year,mileage,color,state,country
  1gcvknec1gz396932,volkswagen,diesel,turbo,four,sedan,fwd,four,33,38,2016,44116,silver,michigan, usa
  1gks2bkc6hr134450,mazda,gas,std,two,hatchback,rwd,two,17,23,2017,39165,silver,california, usa
  1ft7w3bt0hef02785,jaguar,gas,std,two,sedan,rwd,twelve,13,17,2017,26241,black,pennsylvania, usa
  1gc4k1ey0jf149152,porsche,gas,std,two,hardtop,rwd,six,17,25,2018,16105,black,washington, usa
  1fdwf37r28eb95687,dodge,gas,turbo,two,hatchback,fwd,four,19,24,2008,93698,white,tennessee, usa
  2fmpk3j95hbb73607,chevrolet,gas,std,two,hatchback,fwd,three,47,53,2017,35714,white,texas, usa
  2gnflhe33f6214023,dodge,gas,std,two,hatchback,fwd,four,31,38,2015,61578,black,ohio, usa
  1fadp3k23jl219764,nissan,gas,std,two,hatchback,rwd,six,19,25,2018,21405,white,south carolina, usa
  2c3ccakg6kh578112,mercedes-benz,gas,std,two,hardtop,rwd,eight,14,16,2019,33135,gray,south carolina, usa
  3fa6p0hd3hr199785,volkswagen,diesel,turbo,four,sedan,fwd,four,37,42,2017,37176,white,texas, usa
  1gc1kve82gf207345,volvo,gas,turbo,four,sedan,rwd,four,19,25,2016,71809,white,michigan, usa
  1gys4tkj0fr538846,subaru,gas,std,four,wagon,fwd,four,25,31,2015,57932,gray,washington, usa
  3gcukrec0gg380000,toyota,gas,std,four,sedan,rwd,six,20,24,2016,58303,silver,michigan, usa
  1ftfw1ef1bfa03548,volvo,gas,std,four,sedan,rwd,four,23,28,2011,135077,red,georgia, usa
  2c4rc1gg4hr635019,saab,gas,std,two,hatchback,fwd,four,21,28,2017,32224,silver,south carolina, usa
  1fmcu0g95huc13712,mitsubishi,gas,turbo,two,hatchback,fwd,four,19,24,2017,36139,blue,texas, usa
  8btpe7dd4ge127040,honda,gas,std,four,wagon,fwd,four,30,34,2016,110907,white,new york, usa
  1gchtde32g1339478,volkswagen,gas,std,two,convertible,fwd,four,24,29,2016,18006,brown,michigan, usa
  1fmcu9hd6juc54783,peugot,diesel,turbo,four,sedan,rwd,four,28,33,2018,34819,gold,south carolina, usa
  1b7hg38n62s587845,volkswagen,gas,std,four,sedan,fwd,four,27,34,2002,185460,black,michigan, usa
  1ftfw1ef5hkc50264,nissan,diesel,std,two,sedan,fwd,four,45,50,2017,110316,white,texas, usa
  3gcuknec9gg342967,toyota,gas,std,two,hatchback,fwd,four,35,39,2016,93493,white,washington, usa
  2fmpk3j9xhbb56401,honda,gas,std,two,hatchback,fwd,four,30,34,2017,37792,no_color,texas, usa
  1gchtde32g1339478,volkswagen,gas,std,two,convertible,fwd,four,24,29,2016,18006,brown,michigan, usa
  1gcncneh5jz302471,honda,gas,std,two,hatchback,fwd,four,27,33,2018,2430,white,tennessee, usa
  1ft7w3bt0hef02785,jaguar,gas,std,two,sedan,rwd,twelve,13,17,2017,26241,black,pennsylvania, usa
  5gakrckdxhj113512,mazda,gas,std,two,hatchback,fwd,four,31,38,2017,32107,no_color,tennessee, usa
  1gcptce16h1176629,plymouth,gas,turbo,two,hatchback,rwd,four,19,24,2017,47357,black,michigan, usa
  kl4cj1sb6jb688844,bmw,gas,std,four,sedan,rwd,six,15,20,2018,20002,red,tennessee, usa
  2c4rdgeg8jr337145,saab,gas,std,four,sedan,fwd,four,21,28,2018,47085,silver,florida, usa
  1fm5k8f80hgc67231,plymouth,gas,std,four,wagon,fwd,four,24,30,2017,57611,black,south carolina, usa
  1gks2gkc5hr326410,mitsubishi,gas,std,four,sedan,fwd,four,25,32,2017,33457,white,california, usa
  1fmcu0gd8huc93883,mazda,diesel,std,?,sedan,fwd,four,36,42,2017,29942,black,texas, usa
  2c3ccakg6kh578112,mercedes-benz,gas,std,two,hardtop,rwd,eight,14,16,2019,33135,gray,south carolina, usa
  jtezu11f88k007763,alfa-romero,gas,std,two,convertible,rwd,four,21,27,2008,274117,black,new jersey, usa
  2fmhk6c89gba05297,toyota,gas,std,two,hardtop,rwd,four,24,30,2016,24157,gray,south carolina, usa
  1fm5k8fh9ggc37790,toyota,gas,std,four,wagon,4wd,four,27,32,2016,62774,black,south carolina, usa
  1gcsksea1az121133,audi,gas,std,four,sedan,fwd,five,19,25,2010,149050,black,georgia, usa
  3c4pddeg7ht595704,jaguar,gas,std,four,sedan,rwd,six,15,19,2017,46829,gray,texas, usa
  1ft7w2bt8hec67434,volkswagen,gas,std,two,hatchback,fwd,four,24,29,2017,72445,white,texas, usa
  5gakrckdxhj113512,mazda,gas,std,two,hatchback,fwd,four,31,38,2017,32107,no_color,tennessee, usa
  1c4pjmbx6kd298174,mazda,diesel,std,four,sedan,rwd,four,31,39,2019,28649,silver,north carolina, usa
  2c4rdgcg3hr864989,porsche,gas,std,two,hatchback,rwd,eight,17,28,2017,59537,gray,south carolina, usa
  1fm5k7dh9hgb05630,porsche,gas,std,two,convertible,rwd,six,17,25,2017,35888,gold,texas, usa
  1g1zh5sx9hf118136,jaguar,gas,std,four,sedan,rwd,six,15,19,2017,18414,white,tennessee, usa
  1ft8w3b61fec52078,nissan,gas,std,four,wagon,fwd,four,31,37,2015,42930,white,pennsylvania, usa
  1g1zh5sx9hf118136,jaguar,gas,std,four,sedan,rwd,six,15,19,2017,18414,white,tennessee, usa
  1fmcu0gd5hud08310,mitsubishi,gas,std,two,hatchback,fwd,four,31,38,2017,36732,black,texas, usa
  2c3ccabg5hh538726,saab,gas,turbo,four,sedan,fwd,four,19,26,2017,31311,gray,arizona, usa
  1fmcu0g9xeud52262,toyota,gas,std,four,sedan,fwd,four,27,32,2014,79422,white,new york, usa
  1ftfw1et9efb99877,volkswagen,gas,std,four,sedan,fwd,five,19,24,2014,123355,black,south carolina, usa
  1gcncneh5jz302471,honda,gas,std,two,hatchback,fwd,four,27,33,2018,2430,white,tennessee, usa
  1fmcu0gd5hud08310,mitsubishi,gas,std,two,hatchback,fwd,four,31,38,2017,36732,black,texas, usa
  2c4rdgeg9jr237989,audi,gas,std,two,sedan,fwd,five,19,25,2018,45561,white,texas, usa
  2c4rc1fg5lr143335,mazda,gas,std,two,hatchback,rwd,two,16,23,2020,2473,white,ohio, usa
  1fm5k7d84hgc31359,peugot,gas,std,four,sedan,rwd,four,19,24,2017,29882,white,texas, usa
  3c4njddb0kt686052,mitsubishi,gas,std,four,sedan,fwd,four,25,32,2019,29245,gray,north carolina, usa
  1fm5k8fh9ggc37790,toyota,gas,std,four,wagon,4wd,four,27,32,2016,62774,black,south carolina, usa
  kl4cj1sb6jb688844,bmw,gas,std,four,sedan,rwd,six,15,20,2018,20002,red,tennessee, usa
  1gks2gkc7hr321306,mercedes-benz,diesel,turbo,four,sedan,rwd,five,22,25,2017,31009,black,california, usa
  1gcsksea1az121133,audi,gas,std,four,sedan,fwd,five,19,25,2010,149050,black,georgia, usa
  1fahp60a63y107799,honda,gas,std,two,hatchback,fwd,four,30,34,2003,58817,gray,virginia, usa
  3kpfk4a77je198723,bmw,gas,std,two,sedan,rwd,six,16,22,2018,46194,blue,north carolina, usa
  2c4rdgeg8jr337145,saab,gas,std,four,sedan,fwd,four,21,28,2018,47085,silver,florida, usa
  3gcpcrec2jg473991,audi,gas,std,four,sedan,4wd,five,18,22,2018,6654,red,florida, usa
  2c3cdxbg0jh187083,toyota,gas,std,two,hatchback,rwd,four,26,29,2018,52966,silver,florida, usa
  5ymkt6c37h0x20696,nissan,gas,std,two,hatchback,fwd,four,31,37,2017,29355,blue,michigan, usa
  1fm5k7f80hga03159,peugot,diesel,turbo,four,sedan,rwd,four,28,33,2017,42104,black,texas, usa
  5ymkt6c37h0x20696,nissan,gas,std,two,hatchback,fwd,four,31,37,2017,29355,blue,michigan, usa
  2c4rdgeg8jr337145,saab,gas,std,four,sedan,fwd,four,21,28,2018,47085,silver,florida, usa
  3kpfk4a77je198723,bmw,gas,std,two,sedan,rwd,six,16,22,2018,46194,blue,north carolina, usa
  1gcptce16h1176629,plymouth,gas,turbo,two,hatchback,rwd,four,19,24,2017,47357,black,michigan, usa
  2fmpk4k96hbb16692,honda,gas,std,two,hatchback,fwd,four,27,33,2017,32366,gold,texas, usa
  2fmpk4k96hbb16692,honda,gas,std,two,hatchback,fwd,four,27,33,2017,32366,gold,texas, usa
  5uxwx7c3xh0u44145,mercedes-benz,gas,std,two,convertible,rwd,eight,16,18,2017,23765,black,tennessee, usa
  1ftfw1ef5hkc50264,nissan,diesel,std,two,sedan,fwd,four,45,50,2017,110316,white,texas, usa
  1ft7x2b62eea29551,toyota,gas,std,two,hardtop,rwd,four,24,30,2014,47055,brown,pennsylvania, usa
  3c4pdcgg9jt216280,toyota,gas,std,two,convertible,rwd,four,24,30,2018,39721,black,florida, usa
  1gks2gkcxhr328380,chevrolet,gas,std,four,sedan,fwd,four,38,43,2017,30114,white,california, usa
  1fadp3e24hl348263,volvo,gas,std,four,sedan,rwd,six,18,23,2017,31563,gray,texas, usa
  2fmpk3j92hbc12542,audi,gas,turbo,two,hatchback,4wd,five,16,22,2017,63418,black,texas, usa
  3gcukrec0gg380000,toyota,gas,std,four,sedan,rwd,six,20,24,2016,58303,silver,michigan, usa
  1fmcu0gd5hud08310,mitsubishi,gas,std,two,hatchback,fwd,four,31,38,2017,36732,black,texas, usa
  1gcncneh5jz302471,honda,gas,std,two,hatchback,fwd,four,27,33,2018,2430,white,tennessee, usa
  2fmpk3j92hbc12542,audi,gas,turbo,two,hatchback,4wd,five,16,22,2017,63418,black,texas, usa
  1gks2gkcxhr328380,chevrolet,gas,std,four,sedan,fwd,four,38,43,2017,30114,white,california, usa
  1gykndrs1hz125239,peugot,diesel,turbo,four,wagon,rwd,four,25,25,2017,32418,white,michigan, usa
  1gcvknec1gz396932,volkswagen,diesel,turbo,four,sedan,fwd,four,33,38,2016,44116,silver,michigan, usa
  5gakvbkd8gj196085,toyota,gas,std,two,hardtop,rwd,four,24,30,2016,51393,beige,michigan, usa
  1gks2gkcxhr324555,isuzu,gas,std,four,sedan,fwd,four,38,43,2017,28972,black,california, usa
  2b3lj54t49h509675,bmw,gas,std,two,sedan,rwd,four,23,29,2009,107856,orange,georgia, usa
  1gcgtcen4h1158648,nissan,gas,std,two,hardtop,fwd,four,31,37,2017,24993,black,michigan, usa
  1fm5k8ht0hga07252,nissan,gas,std,four,wagon,fwd,six,17,22,2017,40455,white,texas, usa
  1fadp5auxhl109013,dodge,gas,std,four,wagon,fwd,four,24,30,2017,44174,white,texas, usa
  1ft7w2bt8hec67434,volkswagen,gas,std,two,hatchback,fwd,four,24,29,2017,72445,white,texas, usa
  2gnflhe33f6214023,dodge,gas,std,two,hatchback,fwd,four,31,38,2015,61578,black,ohio, usa
  2c4rc1gg3kr730663,mazda,gas,std,four,hatchback,fwd,four,26,32,2019,25281,red,south carolina, usa
  1fm5k7dh9hgb05630,porsche,gas,std,two,convertible,rwd,six,17,25,2017,35888,gold,texas, usa
  1fmzk1cmxhkb51025,toyota,gas,std,four,wagon,rwd,six,19,24,2017,55618,white,texas, usa
  1ftew1ep2hkd15978,plymouth,gas,std,four,sedan,fwd,four,31,38,2017,48086,red,south carolina, usa
  1ft7w2bt8hec67434,volkswagen,gas,std,two,hatchback,fwd,four,24,29,2017,72445,white,texas, usa
  1gcsksea1az121133,audi,gas,std,four,sedan,fwd,five,19,25,2010,149050,black,georgia, usa
  2c3hd46r3yh208325,volkswagen,gas,std,four,sedan,fwd,four,26,32,2000,231240,red,north carolina, usa
  5gakvckd2hj308564,mitsubishi,gas,std,two,hatchback,fwd,four,31,38,2017,25434,white,florida, usa
  3c4pdcgg9jt216280,toyota,gas,std,two,convertible,rwd,four,24,30,2018,39721,black,florida, usa
  1gcukrecxhf153500,saab,gas,std,four,sedan,fwd,four,21,28,2017,51293,beige,michigan, usa
  1gcptce16h1176629,plymouth,gas,turbo,two,hatchback,rwd,four,19,24,2017,47357,black,michigan, usa
  1fmcu9gx9gua57286,nissan,gas,std,two,sedan,fwd,four,31,37,2016,36855,black,pennsylvania, usa
  2fmpk4k96hbb16692,honda,gas,std,two,hatchback,fwd,four,27,33,2017,32366,gold,texas, usa
  1fm5k7d8xhga68751,peugot,diesel,turbo,four,wagon,rwd,four,25,25,2017,29168,gray,texas, usa
  1gys4tkj0fr538846,subaru,gas,std,four,wagon,fwd,four,25,31,2015,57932,gray,washington, usa
  1fdfe4fs7eda23699,subaru,gas,turbo,four,wagon,4wd,four,23,23,2014,204155,beige,pennsylvania, usa
  3gcuknec6gg150809,toyota,diesel,turbo,four,sedan,fwd,four,30,33,2016,33624,black,michigan, usa
  wba4f9c51hg439932,nissan,gas,std,four,sedan,fwd,four,31,37,2017,17626,gray,michigan, usa
  1fmcu0gd9huc37922,mercedes-benz,gas,std,four,sedan,rwd,eight,14,16,2017,31792,black,texas, usa
  1fadp3m26jl307477,nissan,gas,std,four,sedan,fwd,four,27,34,2018,16971,black,south carolina, usa
  1g1fb3dx5h0143964,mitsubishi,gas,turbo,two,hatchback,fwd,four,19,24,2017,28395,black,florida, usa
  1c4pjmbx2kd360704,mazda,gas,std,two,hatchback,fwd,four,26,32,2019,31156,white,north carolina, usa
  1ft8w3dt5deb68569,chevrolet,gas,std,two,hatchback,fwd,four,38,43,2013,54380,gray,virginia, usa
  1ft7w2bt7hec41164,nissan,gas,std,four,sedan,fwd,four,31,37,2017,39333,black,texas, usa
  1fm5k8f80hgc67231,plymouth,gas,std,four,wagon,fwd,four,24,30,2017,57611,black,south carolina, usa
  2gnflhe33f6214023,dodge,gas,std,two,hatchback,fwd,four,31,38,2015,61578,black,ohio, usa
  3c4pdcab8jt166940,renault,gas,std,two,hatchback,fwd,four,23,31,2018,32870,gray,florida, usa
  2fmpk3j95hbb73607,chevrolet,gas,std,two,hatchback,fwd,three,47,53,2017,35714,white,texas, usa
  1fmcu0g9xeud52262,toyota,gas,std,four,sedan,fwd,four,27,32,2014,79422,white,new york, usa
  1fm5k7d82hgb39148,nissan,gas,turbo,two,hatchback,rwd,six,17,23,2017,45191,white,texas, usa
  1ft7w2bt7hec41164,nissan,gas,std,four,sedan,fwd,four,31,37,2017,39333,black,texas, usa
  2c4rc1eg2hr669530,plymouth,gas,std,two,hatchback,fwd,four,37,41,2017,18375,gray,michigan, usa
  1ftew1ef1hke25038,porsche,gas,std,two,hatchback,rwd,four,19,27,2017,84916,white,texas, usa
  2gnflhe33f6214023,dodge,gas,std,two,hatchback,fwd,four,31,38,2015,61578,black,ohio, usa
  3c4pdcgg9jt216280,toyota,gas,std,two,convertible,rwd,four,24,30,2018,39721,black,florida, usa
  1fmcu0gd8huc93883,mazda,diesel,std,?,sedan,fwd,four,36,42,2017,29942,black,texas, usa
  1ftfw1et7dfa47790,bmw,gas,std,four,sedan,rwd,six,20,25,2013,100757,black,virginia, usa
  1gbhg396191112177,volkswagen,diesel,std,two,sedan,fwd,four,37,46,2009,261648,white,michigan, usa
  1gks2gkc7hr321306,mercedes-benz,diesel,turbo,four,sedan,rwd,five,22,25,2017,31009,black,california, usa
  2c4rc1cg5hr616095,bmw,gas,std,four,sedan,rwd,six,21,28,2017,138650,gray,texas, usa
  3fa6p0h73hr358945,volkswagen,diesel,std,four,sedan,fwd,four,37,46,2017,40747,white,texas, usa
  1fm5k7d82hgb39148,nissan,gas,turbo,two,hatchback,rwd,six,17,23,2017,45191,white,texas, usa
  1gks2bkc6hr134450,mazda,gas,std,two,hatchback,rwd,two,17,23,2017,39165,silver,california, usa
  3gcukrec0gg380000,toyota,gas,std,four,sedan,rwd,six,20,24,2016,58303,silver,michigan, usa
  3gcukrec4gg223800,volkswagen,gas,std,two,sedan,fwd,four,27,34,2016,33045,white,michigan, usa
  2fmpk3j95hbb73607,chevrolet,gas,std,two,hatchback,fwd,three,47,53,2017,35714,white,texas, usa
  1gcvknec1gz396932,volkswagen,diesel,turbo,four,sedan,fwd,four,33,38,2016,44116,silver,michigan, usa
  1ft7x2b62eea29551,toyota,gas,std,two,hardtop,rwd,four,24,30,2014,47055,brown,pennsylvania, usa
  wba7f2c55gg415264,toyota,gas,std,two,sedan,rwd,four,26,29,2016,31727,gray,michigan, usa
  3gcuksec3gg369662,volvo,gas,turbo,four,sedan,rwd,four,17,22,2016,33928,white,michigan, usa
  1gchtde32g1339478,volkswagen,gas,std,two,convertible,fwd,four,24,29,2016,18006,brown,michigan, usa
  3c4pdcab8jt384019,toyota,gas,std,four,sedan,fwd,four,38,47,2018,6743,gray,florida, usa
  2c3ccabg5hh538726,saab,gas,turbo,four,sedan,fwd,four,19,26,2017,31311,gray,arizona, usa
  3d7ks28c15g771945,volvo,diesel,turbo,four,sedan,rwd,six,26,27,2005,219823,gray,south carolina, usa
  2c3cdxhgxjh125388,subaru,gas,std,four,wagon,fwd,four,28,32,2018,36767,gray,florida, usa
  3kpfl4a79je272611,dodge,gas,std,two,hatchback,fwd,four,37,41,2018,38823,black,north carolina, usa
  1gks2gkc5hr326410,mitsubishi,gas,std,four,sedan,fwd,four,25,32,2017,33457,white,california, usa
  1gks2bkc6hr136280,bmw,gas,std,four,sedan,rwd,four,23,29,2017,39650,white,california, usa
  1c3cccab7fn613884,nissan,gas,std,two,sedan,fwd,four,31,37,2015,88227,black,pennsylvania, usa
  1fadp3e24hl348263,volvo,gas,std,four,sedan,rwd,six,18,23,2017,31563,gray,texas, usa
  1ft8w3dt5deb68569,chevrolet,gas,std,two,hatchback,fwd,four,38,43,2013,54380,gray,virginia, usa
  2c3hd46r3yh208325,volkswagen,gas,std,four,sedan,fwd,four,26,32,2000,231240,red,north carolina, usa
  1gcptce16h1176629,plymouth,gas,turbo,two,hatchback,rwd,four,19,24,2017,47357,black,michigan, usa
  2fmhk6c89gba05297,toyota,gas,std,two,hardtop,rwd,four,24,30,2016,24157,gray,south carolina, usa
  2c3cdxct1jh233225,subaru,gas,std,four,sedan,fwd,four,26,32,2018,38910,black,florida, usa
  1fm5k7d84hgc31359,peugot,gas,std,four,sedan,rwd,four,19,24,2017,29882,white,texas, usa
  1ftfw1ef1bfa03548,volvo,gas,std,four,sedan,rwd,four,23,28,2011,135077,red,georgia, usa
  1g1fb3dx5h0143964,mitsubishi,gas,turbo,two,hatchback,fwd,four,19,24,2017,28395,black,florida, usa
  1q87t3n166389,honda,gas,std,two,hatchback,fwd,four,38,42,1973,46226,red,pennsylvania, usa
  3c4pdcab8jt166940,renault,gas,std,two,hatchback,fwd,four,23,31,2018,32870,gray,florida, usa
  kl4cj1sb6jb688844,bmw,gas,std,four,sedan,rwd,six,15,20,2018,20002,red,tennessee, usa
  1gcsksea1az121133,audi,gas,std,four,sedan,fwd,five,19,25,2010,149050,black,georgia, usa
  3fa6p0h73hr358945,volkswagen,diesel,std,four,sedan,fwd,four,37,46,2017,40747,white,texas, usa
  3fa6p0h73hr358945,volkswagen,diesel,std,four,sedan,fwd,four,37,46,2017,40747,white,texas, usa
  3kpfl4a79je272611,dodge,gas,std,two,hatchback,fwd,four,37,41,2018,38823,black,north carolina, usa
  3gcukrec3hg429109,renault,gas,std,four,wagon,fwd,four,23,31,2017,55222,black,michigan, usa
  1g1fb1rsxh0185712,mazda,gas,std,four,sedan,fwd,four,26,32,2017,52435,black,florida, usa
  1ftfw1et7dfa47790,bmw,gas,std,four,sedan,rwd,six,20,25,2013,100757,black,virginia, usa
  1ftew1ep8hfa10123,peugot,gas,turbo,four,sedan,rwd,four,18,24,2017,21770,black,texas, usa
  2c4rc1gg3kr730663,mazda,gas,std,four,hatchback,fwd,four,26,32,2019,25281,red,south carolina, usa
  2gnflhe33f6214023,dodge,gas,std,two,hatchback,fwd,four,31,38,2015,61578,black,ohio, usa
  3c4njddb7kt682015,mitsubishi,gas,std,two,hatchback,fwd,four,25,32,2019,32501,red,north carolina, usa
  2c3cdxhgxjh125388,subaru,gas,std,four,wagon,fwd,four,28,32,2018,36767,gray,florida, usa
  3c4pdcab8jt384019,toyota,gas,std,four,sedan,fwd,four,38,47,2018,6743,gray,florida, usa
  kl4cj1sb6jb688844,bmw,gas,std,four,sedan,rwd,six,15,20,2018,20002,red,tennessee, usa
  1fmcu0gd7huc86259,mercedes-benz,diesel,turbo,four,wagon,rwd,five,22,25,2017,25602,silver,texas, usa
  3c4njddb7kt682015,mitsubishi,gas,std,two,hatchback,fwd,four,25,32,2019,32501,red,north carolina, usa
  wd4pe7dd1gp253504,honda,gas,std,four,sedan,fwd,four,24,28,2016,97983,white,new york, usa
  1ftew1ep8hfa10123,peugot,gas,turbo,four,sedan,rwd,four,18,24,2017,21770,black,texas, usa
  2c4rdgcg3hr864989,porsche,gas,std,two,hatchback,rwd,eight,17,28,2017,59537,gray,south carolina, usa
  1fmcu0g9xeud52262,toyota,gas,std,four,sedan,fwd,four,27,32,2014,79422,white,new york, usa
  1gcgtcen4h1158648,nissan,gas,std,two,hardtop,fwd,four,31,37,2017,24993,black,michigan, usa
  1fmcu0gd9huc37922,mercedes-benz,gas,std,four,sedan,rwd,eight,14,16,2017,31792,black,texas, usa
  1g6ah1rx1g0193887,toyota,diesel,std,four,hatchback,fwd,four,38,47,2016,46467,white,michigan, usa
  5gakrckdxhj113512,mazda,gas,std,two,hatchback,fwd,four,31,38,2017,32107,no_color,tennessee, usa
  1gc1kxc86bf208814,toyota,gas,std,four,sedan,fwd,four,30,37,2011,76326,gray,washington, usa
  3c4njddb7kt682015,mitsubishi,gas,std,two,hatchback,fwd,four,25,32,2019,32501,red,north carolina, usa
  1ftfw1et4efc23745,audi,gas,std,four,sedan,fwd,four,24,30,2014,64146,blue,virginia, usa
  1g1zh5sx9hf118136,jaguar,gas,std,four,sedan,rwd,six,15,19,2017,18414,white,tennessee, usa
  5gakvbkd8gj196085,toyota,gas,std,two,hardtop,rwd,four,24,30,2016,51393,beige,michigan, usa
  2c3ccabgxkh559658,mazda,gas,std,four,sedan,fwd,four,31,38,2019,42648,gray,south carolina, usa
  1gks2gkcxhr328718,mitsubishi,gas,turbo,two,hatchback,fwd,four,23,30,2017,31992,black,california, usa
  1c4pjmbx6kd298806,mazda,gas,std,two,hatchback,rwd,two,17,23,2019,38355,charcoal,north carolina, usa
  2c4rdgeg8jr337145,saab,gas,std,four,sedan,fwd,four,21,28,2018,47085,silver,florida, usa
  wba7f2c57gg421020,toyota,gas,std,four,sedan,fwd,four,28,34,2016,39917,blue,michigan, usa
  1fmcu0gd7huc86259,mercedes-benz,diesel,turbo,four,wagon,rwd,five,22,25,2017,25602,silver,texas, usa
  1c4rdjdg2jc329601,peugot,gas,std,four,wagon,rwd,four,19,24,2018,49496,white,south carolina, usa
  2c3cdxjg6jh224431,peugot,gas,std,four,sedan,rwd,four,19,24,2018,28307,silver,michigan, usa
  3c4pdcgg9jt216280,toyota,gas,std,two,convertible,rwd,four,24,30,2018,39721,black,florida, usa
  3c4pdcab6jt273002,toyota,gas,std,four,wagon,4wd,four,27,32,2018,50765,red,florida, usa
  1gks2gkc5hr326410,mitsubishi,gas,std,four,sedan,fwd,four,25,32,2017,33457,white,california, usa
  1fm5k7dh9hgb05630,porsche,gas,std,two,convertible,rwd,six,17,25,2017,35888,gold,texas, usa
  1c4rdjdg2jc329601,peugot,gas,std,four,wagon,rwd,four,19,24,2018,49496,white,south carolina, usa
  3gcuktec5gg350066,volvo,gas,std,four,wagon,rwd,four,23,28,2016,32058,black,michigan, usa
  2c3cdxct1jh233225,subaru,gas,std,four,sedan,fwd,four,26,32,2018,38910,black,florida, usa
  2c3cdzag7jh321665,toyota,gas,std,two,hatchback,rwd,four,24,30,2018,35461,white,florida, usa
  3gcuknec6gg150809,toyota,diesel,turbo,four,sedan,fwd,four,30,33,2016,33624,black,michigan, usa
  3c4njddb0kt686052,mitsubishi,gas,std,four,sedan,fwd,four,25,32,2019,29245,gray,north carolina, usa
  3gcukrec0jg176059,bmw,gas,std,two,sedan,rwd,six,21,28,2018,22909,black,tennessee, usa
  1ftew1ef1hke25038,porsche,gas,std,two,hatchback,rwd,four,19,27,2017,84916,white,texas, usa
  2fmpk3j84hbc09276,dodge,gas,turbo,two,hatchback,fwd,four,24,30,2017,46010,blue,texas, usa
  1gks2gkc7hr321306,mercedes-benz,diesel,turbo,four,sedan,rwd,five,22,25,2017,31009,black,california, usa
  1fmcu0gd7huc86259,mercedes-benz,diesel,turbo,four,wagon,rwd,five,22,25,2017,25602,silver,texas, usa
  1gbhg396191112177,volkswagen,diesel,std,two,sedan,fwd,four,37,46,2009,261648,white,michigan, usa
  1fm5k8f80hgc67231,plymouth,gas,std,four,wagon,fwd,four,24,30,2017,57611,black,south carolina, usa
  1ftfw1ef5hkc50264,nissan,diesel,std,two,sedan,fwd,four,45,50,2017,110316,white,texas, usa
  1ftfw1et7dfa47790,bmw,gas,std,four,sedan,rwd,six,20,25,2013,100757,black,virginia, usa
  1gks2gkcxhr328380,chevrolet,gas,std,four,sedan,fwd,four,38,43,2017,30114,white,california, usa
  1gks2gkc0hr323625,mazda,gas,std,four,sedan,fwd,four,26,32,2017,27842,white,california, usa
